,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
1881,1511087495890493450,2. The IPCC is finally considering degrowth. Tens of thousands of scientists warned of 'vast human misery' without a rethink of economic growth to deal with ecological destruction and abrupt climate change in a major paper 5 years ago. Threads to explore:,strongly agree with climate change,,slightly agree with climate change,,2,slightly agree with climate change,1,,,,,,,,,,,,,
1882,1434577669757317124,Have you tried using a reusable straw to combat climate change? I think that's how we will solve the whole crisis.,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1883,1498764346167599114,Once again I am proud of the reps of my date. McCarthy is so concerned about the 2% of fossil fuels from Russia (yet he will turn around & complain about gas prices right after) yet is silent about his party backing Putin. #GOPTraitorsToDemocracy #BlueVoices ,neutral to climate change,,strongly agree with climate change,,2,strongly agree with climate change,1,,,,,,,,,,,,,
1884,1501668709491826696,"Most ppl I talk to say some variation of ""it's depressing/bums me out."" Hey, they aren't wrong - it fucking bums me out too. The feelings of powerlessness and grief are hard to combat re: climate change. :/",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1885,1513578952379572226,"It's over. The bad guys have won. Not just here, everywhere. Climate change, tax, cost of living, MPs continue to fiddle, wars, Brexit, right to protest. It's over. Its sad. We've lost. The best thing we can do is stop bringing new children into this utter horror show of a world",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1886,1480908277512814595,Thanks for all you do to educate us on the global impacts of Climate Change. That is one powerful group you are a member of and I am honored to know so many of you.,slightly agree with climate change,,slightly agree with climate change,,2,slightly agree with climate change,2,,slightly agree with climate change,,,,,slightly agree with climate change,,slightly agree with climate change,,slightly agree with climate change,,
1887,1499797741760704515,"From a basement bomb shelter in Kyiv, Ukraine's Environment Minister said: For decades, we've been using limitless fossil fuels. This brought the rise of mad dictators with a lot of money to kill people and destroy the environment from #UNEA5 ",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
1888,1478490539406376961,Just letting people remember that climate change is real. Rebplicunts just gaslight and blame Chyna(Trumpaloompa's saying) for global warming and trade deficit. When on reality the US and China have the most CO2 emissions than any other country in the worldand are now physically,strongly agree with climate change,,slightly agree with climate change,,2,slightly agree with climate change,1,,,,,,,,,,,,,
1889,1493201708041842690,I would like to write children's books about loss and suicide and climate change and novel viruses and the power of self acceptance and and,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1890,1470163163865829384,"RT I find it absolutely insane that activists, normal people, and scientists - SCIENTISTS - have to fight to get media and government to treat the climate crisis as the unprecedented planetary emergency it is. It's utterly unforgivable.",strongly agree with climate change,,strongly agree with climate change,,2,strongly agree with climate change,2,,strongly agree with climate change,,,,,strongly agree with climate change,,strongly agree with climate change,,strongly agree with climate change,,
1891,1446962720138530816,So I don't believe all this Tom Callow nicey nicey BS and accepting sponsorship from them and giving them credibility! FFS! Naivety! They are a business with zero ethics.. $'s talk.. ROI talks.. EV's and climate crisis are an inconvenience! Rant over.,,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
1892,1513952574587682830,"No fossil fuels impacts: travel (ambulances), PPE, drugs, machinery, sanitizers. hardly stuff you need in the NHS",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
1893,1499082251186937863,War is what happens when language fails #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,2,irrelevant or no opinion on climate change,2,,irrelevant or no opinion on climate change,,,,,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,
1894,1507854544503463947,"RED FLAG WARNING in effect through 8pm tomorrow. Strong winds, high temperatures and low relative humidity mean fire weather conditions will be very high to extreme ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1895,1500563148780171264,Uninsurable': Bleak outlook for once-idyllic riverside homes amid climate crisis | The New Daily ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1896,1457837758207209480,"RT Loss & damages day at #COP26 The Global North has a debt to pay to the countries most impacted, especially the US: historically responsible for the climate crisis & injustices across the globe. The 100B USD pledge is just a drop in the bucket of what's needed. #ShowUsTheMoney ",strongly agree with climate change,,strongly agree with climate change,,2,strongly agree with climate change,2,,strongly agree with climate change,,,,,strongly agree with climate change,,strongly agree with climate change,,strongly agree with climate change,,
1897,1477382401898729474,Change will add to it. Why the big push not to try to limit our pollution. Nothing wrong w that. But blaming everything on climate change is disingenuous. Chinese and Russians don't care about Climate Change. I'd be more afraid of war.,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1898,1496129604607787011,"Ringworld -Expensive as hell -""Artificial"" Day/Night Cycle? -Is inherently unstable, high maintenance Banks' Orbital -Easy to build. -Natural Day/Night Cycle -Only requires Exotic Matter to function, relatively low maintenance compared to other habs.",neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1899,1508847341104959490,"A desperate govt. Years of austerity, cost cutting, hounding disadvantaged Australians, destroying manufacturing jobs, and apprenticeships, cutting wages and ignoring global heating they think a panicked spendathon using public funds will create national amnesia. Won't work!",,,,,0,,0,,,,,,,,,,,,,
1900,1470091965349994497,Climate change is now our summers of fire and winters of wind. Both destructive and unforgiving! ,,,,,0,,0,,,,,,,,,,,,,
1901,1498420761752596481,"""If nations don't act quickly to slash fossil fuel emissions and halt global warming, more and more people will suffer unavoidable loss or be forced to flee their homes, creating dislocation on a global scale."" ",slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1902,1483519121287520269,Global warming. It's really bad. Here in Texas. Feb. 2021. We actually froze. Our grid collapsed. Unbelievable!,,,,,0,,0,,,,,,,,,,,,,
1903,1503101165181222912,"powerful, as the means of communication among people becomes more widespread and connected, as global climate change becomes more evident, the need for wisdom and spirituality become greater and more evident. I do not know whether there will be a final, catastrophic upheaval on",slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1904,1488122097981345792,AGW/CAGW propagandists are the fear-mongers who even love terrifying children. ,,,,,0,,0,,,,,,,,,,,,,
1905,1454940167492575233,The press used to take the Micky out of him when he was talking about Climate change and respecting the environment in the 1970's long before it became mainstream.,,,,,0,,0,,,,,,,,,,,,,
1906,1500563268364292096,"Blame China, blame global warming, now all BS aside here is the truth ",neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1907,1468299947200110592,"If you could make donations to a faux-enviro NGO knowing they are handing over your hard-earned cash to fossil-fuel companies to buy fuel to propel all its boats, what would you say? As I type this, even its flagship 'sailing' boat is being propelled by fossil fuels! ",,,,,0,,0,,,,,,,,,,,,,
1908,1499797093887758337,What is the link between #gender equality & climate change? Join the conversation with the passionate environmentalist #AmaniNiDada #IWD2022 #BreakTheBias ,neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1909,1496129900658495488,"income derived from Welsh marine assets should be returned to Wales, so it can be spent on public policies that support the citizens of Wales This is the situation in Scotland, and we see no good reason why similar arrangements cannot apply to Wales. ",,,,,0,,0,,,,,,,,,,,,,
1910,1467200476194111492,One of biggest changes we need as country to fight climate change is to implement cracker ban,,,,,0,,0,,,,,,,,,,,,,
1911,1493201846156017669,China is entering an international agreement that requires the country to stop emitting the climate super-pollutant HFC-23. But our exclusive report finds that Chinese chemical companies may be venting thousands of tons of the potent greenhouse gas. ,neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1912,1488097893684764673,Abandoning tax on all alleged green products is just pushing the Global Climate Change Fraud.,,,,,0,,0,,,,,,,,,,,,,
1913,1498412640292507674,People & planet are getting hit hard by the climate crisis. Nearly half of humanity is living in the danger zone right now. It's time for urgent #ClimateAction. ,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1914,1508834024252493825,"Trees dey everywhere na, forget global warming first",,,,,0,,0,,,,,,,,,,,,,
1915,1508557502878994433,"Nobody I know is that worried about climate change. Our leaders don't seem that worried, the media isn't worried, celebrities aren't worried, so why should I be worried? Because everyone else is either ignorant, in denial or corrupt.",,,,,0,,0,,,,,,,,,,,,,
1916,1443678909925560324,"RT ""When the Colorado river dried up almost everyone was crying"" Climate change is causing once-mighty rivers to dry up, while rising temperatures mean paramedics struggle to treat rising numbers of heat-related illnesses ",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1917,1517587954629292032,"A triple crisis - climate change, biodiversity loss & pollution - is threatening the survival of millions of people worldwide. There is still hope, but we need to do much more & much faster. We have only one Mother Earth. We must do everything we can to protect her. #EarthDay ",,,,,0,,0,,,,,,,,,,,,,
1918,1508456666450194450,AGL - Australia's biggest climate polluter - is choosing to hide the truth of its contribution to the climate crisis and the reality of the clean energy transition. - Unfortunately for its climate pollution is too big to hide. #auspol ,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1919,1462099267875749896,Going into a pandemic and climate crisis with anxiety. ,,,,,0,,0,,,,,,,,,,,,,
1920,1516430204847108096,These 5 documentaries may change the way you think about climate change and inspire you to take action. #ad,,,,,0,,0,,,,,,,,,,,,,
1921,1486679710834864132,A bigger picture- My fight to bring a new African voice to the climate crisis. Today I signed some copies at ,slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1922,1480555417499545609,I follow back all climate change activists & supporters ,,,,,0,,0,,,,,,,,,,,,,
1923,1494982857902731264,"That said, is it actually true that climate change is an existential risk? Will it threaten human civilization? According to the IPCC, it could be bad but it's very unlikely to be an extinction risk: ",slightly disagree with climate change,,,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
1924,1498423891277975555,Is now a good or bad time to talk about climate change Scott? #auspol,,,,,0,,0,,,,,,,,,,,,,
1925,1474803753698086914,"It's jp media they only know 3 topics covid , racism and climate change",,,,,0,,0,,,,,,,,,,,,,
1926,1468682955145072654,Natural immunity is less protective then vaccination. You are risking your life by being an anti ,irrelevant or no opinion on climate change,,,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1927,1500128307827785729,The Ukraine  crisis is a unique opportunity for Eurasia and the world to change course. The Ukraine crisis has shown dramatically the downside of depending upon petro-states to keep us warm. The climate crisis will sweep everything that we hold dear away unless we >address it.,,,,,0,,0,,,,,,,,,,,,,
1928,1502007519677501449,"Cigarettes are the leading cause of preventable deaths worldwide, vaping WAS the most effective smoking cessation product available before YOU and the FDA banned it to extinction  ",irrelevant or no opinion on climate change,,,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1929,1479201263732461568,"#Tristatewx #WxTwitter #QuadStateTornado #NWSPaducah #Mayfield The extreme nature of our regions weather. Mayfield's EF4 tornado damage is now covered in 4"" of snow. ",,,,,0,,0,,,,,,,,,,,,,
1930,1466760459223289866,"Unfortunately for Republicans, we can't solve climate change, gun violence, systemic racism, or growing inequality by denying these problems exist.",,,,,0,,0,,,,,,,,,,,,,
1931,1440052214811148291,Natural forest fires are awesome and help sustain healthy forests but that facts say that WE are created an excessive amount of fires. WE should do everything we can to prevent those fires.,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1932,1508031222668271617,"Extinction. Sounds like a plan, and good luck with that. Now you just need to have -2, to offset my impact.",,,,,0,,0,,,,,,,,,,,,,
1933,1519464910320807941,"Two climate bills in two years is just not enough given the crisis we are in and the mess we will undoubtedly leave future generations if we don't act boldly, courageously, and quickly. ",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1934,1465715987467096064,"RT There is a Paralympian in prison who climbed on top of a plane at an exclusive airport, at risk only to himself, because of his fears about the climate emergency. But people who stood in the way of an emergency service crew trying to save lives at sea, will face no consequences.",,,,,0,,0,,,,,,,,,,,,,
1935,1473003270075568131,I did not say I like covid killing. I said in an extinction I would expect plagues. Nothing scares people more than the truth.,,,,,0,,0,,,,,,,,,,,,,
1936,1518724246574444545,that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans Imam Nasser Mohammed Al-Yamani 13-Ramadan-1443AH 14-04-2022AD https://t.co/CZAczM6I4G 6 #AGlobalTsunamiLikeVirus # A4Y/1Y,irrelevant or no opinion on climate change,,,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1937,1472663956300853248,"Violence is celebrated in a game of chasing a rubber puck but decried by government, police and complicit peaceful ""protest"" that maintains poverty, drug deaths and climate crisis. #StatusQuo #capitalism #colonialism #PovertyKills #ecocide ",,,,,0,,0,,,,,,,,,,,,,
1938,1512546760639528960,This trend of accelerating increase in methane is extremely disturbing ,slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1939,1472246040178814981,WHY THE FLOOD THIS YEAR SO BAD AH AND YALL SAY GLOBAL WARMING DIDNT EXIST,,,,,0,,0,,,,,,,,,,,,,
1940,1435724688416641027,"The writing is definitely on the wall for both major parties in Australia after the Glasgow summit. Washington and Brussels will move quickly to force Australia into serious climate action with tariffs. If 2019 wasn't the Climate Change Election, 2022 will be. #auspol @Greens",,,,,0,,0,,,,,,,,,,,,,
1941,1457096946728980487,RT Apparently Israel's supporters are deeply offended by the solidarity climate change activists have shown toward the Palestinian ppl. ,neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1942,1482324944616927235,"Did you know that Nigeria is one of Africa's top six greenhouse gas emitters? The world cut its global emissions to net zero, and achieve the desired temperature. However, unprecedented leadership, sacrifices, and innovative thinking are required to drive action #WhatHasChanged ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
1943,1487139476967243794,"NEW Publication: ""Fire in the Amazon  EU Policy Approaches and Climate Action in the Americas"" by & ",neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1944,1433898893390061574,RT money is fake climate change is real joe manchin can get fucked,,,,,0,,0,,,,,,,,,,,,,
1945,1455664085241053187,"RT Clearly, a change in the voting system is what is necessary before Greens can take the position I would say we should rightfully have, if you look at the level of support for the party. Caroline Lucas -Green MP #COP26 #GetPRDone ",,,,,0,,0,,,,,,,,,,,,,
1946,1508031015868338178,The US is pushing fossil fuels as an answer to the energy crisis Putin's war created. There's a better way: boosting efficiency and renewables. ,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1947,1477304469977247744,Democracy is in danger. If TRUMP BECOMES POTUS AGAIN. ALL HELL IS GOING TO BREAK LOOSE. Research. See what is really happening in the world. Climate change alone is A DANGER TO THE WORLD. It's real. It's happening. It's endangering our planet. SOUND THE ALARM IS CORRECT.,,,,,0,,0,,,,,,,,,,,,,
1948,1472232650358366211,"RT When Covid struck, Johnson shook people's hands. When the Taliban struck, Raab rubbed sand off his legs. When climate change struck, Johnson flew by private jet to a climate change deniers' dinner party. When Omicron struck, Sunak tried to sell the NHS to the US health industry.",neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1949,1435392080021499914,"Should have been responsible human beings, knowing they didn't want a child and controlled their OWN BODY not murder the one they created. Settled science provides multiple ways to not create an unwanted pregnancy. Those same murderers will demand others accept climate change. ",,,,,0,,0,,,,,,,,,,,,strongly disagree with climate change,
1950,1470492575928885249,"And seven publishers have submitted so far including pictures books exploring homelessness, challenging binary gender identities, raising awareness of climate change and celebrating family units beyond heterotrad ones.  ",,,,,0,,0,,,,,,,,,,,,,
1951,1433898776431927300,Man I take some time off to do a client consult and this happens? I didn't know we were on the verge of extinction so many times.,neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1952,1445114651935711232,"having to work with those same people on the issue of climate change, much of whom won't even admit it's a real thing, much how they refused to see Covid as a real threat. It's devastating.",,,,,0,,0,,,,,,,,,,,,,
1953,1462875643834601474,RT Finally finished The Deficit Myth. Cannot recommend it enoughespecially with politicians in Washington trying to convince you that we cannot afford to provide basic services or fight climate change. ,,,,,0,,0,,,,,,,,,,,,,
1954,1516134322230726662,"Taxpayers will have to pay for the future damage the burning of fossil fuels does to the environment. This year's ten most expensive weather disasters caused more than $170bn in damage and $20bn more than 2020. They also killed at least 1,075 people and displaced 1.3 million.",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1955,1498420648255066112,When will the government acknowledge the climate emergency?,,,,,0,,0,,,,,,,,,,,,,
1956,1444028841157091337,"Yeah, people flying in a climate emergency is pretty annoying tbh ",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1957,1500971160867115016,"""American elites want magical technological fixes to climate change because they refuse to confront the truth that seriously addressing the problem would require limits to their own power and luxury."" ",,,,,0,,0,,,,,,,,,,,,,
1958,1509939287873277964,Ex EWE: Let us not contribute to the risk of a sixth extinction. ,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1959,1503008275847327746,"""It shouldn't be controversial to ask what impact"" climate change will have on the economy, world politics, the health of all human beings, nature the future of our decedents? ",,,,,0,,0,,,,,,,,,,,,,
1960,1480645013755281417," Cities incinerated to the ground. The fierce #fires in #Colorado. Abnormal #floods in #Egypt, #Iran, #Indonesia | #climate #breaking_news #breakingnews #coloradofires #flood #flooding #heavyrain #hail #ClimateAction ",,,,,0,,0,,,,,,,,,,,,,
1961,1493139235758837760,"Did you know that human use affects more than 70% of the global, ice-free land surface? Find out more about the interactions between people, land and climate in a warming world in the Special Report on Climate Change and Land #SRCCL   https://t.co/zhaITAqAXt #ClimateReport ",slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1962,1518009066232111105,"Hear about people who won't have kids because of some apocalyptic fear like climate change. Sad that people are so hopeless, as if life was ever not pregnant with the danger of apocalypse. We live anyway. Having children is the quintessence of life. ",,,,,0,,0,,,,,,,,,,,,,
1963,1454591689201438724,"RT Can anyone name a single person who's died from ""climate change""??? These people are literally insane.",strongly disagree with climate change,,,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
1964,1474868869294604295,"Have to disagree. There are renowned zoos that contribute to conservation and protection of species. And there are worse zoos that do not. But in this day and age with habitat destruction, climate change, and huge human populations, zoos preserve what would be lost.",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
1965,1452740404932222985,RT Peter is a NASA climate scientist. Scientists are warning us we are killing ourselves and need to take emergency action. The media is not reflecting the urgency of their warnings and so the public do not fully understand what we face. ,,,,,0,,0,,,,,,,,,,,,,
1966,1498420939138101251,"As global warming continues to unleash deadly heat waves, intense droughts, floods and devastating wildfires, the researchers from 67 countries called for urgent action to address the crisis. ",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1967,1505647201355243521,Climate cultists and their war on fossil fuels and energy is destroying our economy and putting us all at risk to the whims of evil dictators.Just like the Tyrant Joe Biden and His supporters!!,,,,,0,,0,,,,,,,,,,,,,
1968,1475889858195435528,"Across the U.S., communities that once took clean, safe water for granted are having their expectations upended by climate change ",slightly agree with climate change,,,,1,slightly agree with climate change,1,,,,,,,,,,,,,
1969,1507006140177018881,"Your logic, well isn't logic, it's pure denial of Reality. You are free to ascribe blame for abortion, murder, war crimes, hurricanes, traffic accidents, climate,every fatality you can imagine. It doesn't change a thing. It is true, irrespective of your or my beliefs.",,,,,0,,0,,,,,,,,,,,,,
1970,1475949751979937794,"RT Apparently thinking the latest Hollywood blockbuster is ok -not terrible, not great - now means you're a climate change denier or something ",,,,,0,,0,,,,,,,,,,,,,
1971,1516124069552615424,"India not only has the potential to become a net-zero carbon emission country by 2070 but can also support others in achieving their climate change goals, said Rachel Kyte, a member of the UN Secretary General's high-level advisory group on climate action ",strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1972,1489261820007251972,You must live in a cave to think the media doesn't report on climate change.,,,,,0,,0,,,,,,,,,,,,,
1973,1500971974998339589,"Let's b honest, the West is funding the unprovoked attack & war against Ukraine They're willing to let innocent people die & sacrifice an entire country to push their Green Energy and anti Climate Change Narrative & Agenda. US regs crippling the economy & weaken nat security! ",strongly disagree with climate change,,,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
1974,1511096210257502221,"Kerala's elephants die whilst Modi's cynical govt upholds the brutality in festivals, temples and tourism for its friends to cash in. All contribute to profound elephant suffering, edging the species towards extinction. https://t.co/pxKPUHmAyJ @RoyalFamily",,,,,0,,0,,,,,,,,,,,,,
1975,1477623781636153350,"Climate change, new construction mean more ruinous fires Infrastructure.. ",,,,,0,,0,,,,,,,,,,,,,
1976,1499133381237678082,We are all familiar with horrific images of oil spills. Is this the world's first coal spill? Fossil fuels must die. ,strongly agree with climate change,,,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1977,1508109046032838666,The greatest threat to human life. Climate crisis. Thank you for your peaceful action. #UncleOnHungerStrike ,,,,,0,,0,,,,,,,,,,,,,
1978,1491190522513604611,"Big companies such as Walmart, Amazon and Nestle have made big promises to take climate action, including net-zero commitments. But a new report takes a closer look, and shows that some of them are misleading consumers. ",neutral to climate change,,,,1,neutral to climate change,1,,,,,,,,,,,,,
1979,1474867584998723594,Fucked like climate change deadlines? @IDJoe4Congress,,,,,0,,0,,,,,,,,,,,,,
1980,1452339549791834114,RT Anti vaxer and climate denier is the same slur by the same people.,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
1981,1505510384698023940,"Ik right, those silly Circassians were just so ungrateful for being ethnically cleansed and deported from their own homeland. Those Inuits really need to learn so manners too, it's not everyday that your people get to be slaughtered to almost near extinction by Cossack horsemen.",irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,2,irrelevant or no opinion on climate change,2,,irrelevant or no opinion on climate change,,,,,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,,
1982,1493157837526212609,"Masks are ineffective but damage the wearer physically and psychologically; the jabs are dangerous, unresearched, experimental, long term effects unknown; the evidence of warming is weak, of AGW non-existent, while predictions of disaster have all failed. So why stop?",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
1983,1456000985906630656,"Detroit: Become Human (no spoiler) 9 Stars: what a game. It puts you into the inevitable conflict between human and rise of the machines and let you make the ultimate decisions so we could live together, or die together. War or no war? Live or extinction? It's in your hands. 1/4 ",irrelevant or no opinion on climate change,,neutral to climate change,,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1984,1471934764131262469,"In the Climate Emergency, Conservation Must Become Survival Ecology '..resources spent on trying to maintain the world as it currently is, or recently was, risk being wasted because that world will soon no longer exist..' ",,,,,0,,0,,,,,,,,,,,,,
1985,1461391413795557380,RT Big Oil used PR to spread denial. Now they use it to spread delay. Breaking this propaganda machine will be critical for climate action. ,,,,,0,,0,,,,,,,,,,,,,
1986,1488493696526041092,Your push to eliminate fossil fuels will cause more harm to Africa than Covid ever did. You know what destroys the poor? Expensive energy. You have no idea what you're doing and should back off before you actually hurt someone.,slightly disagree with climate change,,,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
1987,1503094310455193604,shrey homophobic shrey republican shrey climate change denier shrey murder shrey arsonist,,,,,0,,0,,,,,,,,,,,,,
1988,1460319404651077637,RT The media desperately trying to avert attention from the probable cause of rising heart conditions in 2021 - everything from poor diet to climate changeit would surely take a rather sudden and aggressive change in diet or climate to explain the rise ,slightly disagree with climate change,,neutral to climate change,,2,neutral to climate change,1,,,,,,,,,,,,,
1989,1478095764765257733,"""Most Americans say Climate Change is a Crisis"" https://t.co/COYILUEE2J It is our corrupt leaders on both sides of the aisle that continue to destroy the environment on a grand scale--> ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1990,1438635912456458240,It's because the government are backing this climate change shit that the police will have been told to stand down. Anyone else blocking a motorway they would get dragged off to court.,,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
1991,1516524704789635076,This story was eye opening. Exxon should pay big time to clean up the mess of promoting climate change as no threat to planet Earth. Is it too late to turn back the clock? Time will tell. I will be dead by the time the worst happens. So many places will soon be uninhabitable.,strongly agree with climate change,,strongly agree with climate change,,2,strongly agree with climate change,2,,strongly agree with climate change,,,,,strongly agree with climate change,,strongly agree with climate change,,strongly agree with climate change,,
1992,1493655302369128450,A mission the world cannot fail: Author Kim Stanley Robinson sets out the enormity of the challenge in transitioning so-called petro-states away from fossil fuels. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1993,1498763922945363969,After 2 years of psy ops . The average American is now worshipping at the alter of war. The irony is that a full scale war with a nuclear armed Russia will usher in real climate change and real quick. Amazing how dumbed down people have become,irrelevant or no opinion on climate change,,slightly disagree with climate change,,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
1994,1503009229279485958,This is how you know that the Climate Change hysteria has gotten completely out of control. Who can take this seriously?,,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
1995,1482033135554637833,"Moderate action isn't enough. Without big, bold solutions now, we're on a path to climate disaster. ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1996,1484540691934027779,Face mask for cows among finalists for Prince Charles' climate crisis prize. ,neutral to climate change,,slightly disagree with climate change,,2,neutral to climate change,1,,,,,,,,,,,,,
1997,1493985645068496898,Oil projects must end. I'm sorry jobs might be lost but the climate crisis is real and takes president over individual concerns l We are moving away from being a oil hub and oil jobs are a casualty of that.,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
1998,1484669101947891712,"You got it Steve, there is none!! We will have to do it. UN shown to be failure, so there is no organisation or individual responsible. They're had 26 goes, or no goes. Today Guteries identified it, but they have no plan, no measures, no ideas on climate change. COP 27 coming up! ",neutral to climate change,,slightly agree with climate change,,2,slightly agree with climate change,1,,,,,,,,,,,,,
1999,1464224765300940805,"Indeed. ""Climate change"" has personally broken into my car maybe 150-200 times, assaulted me 50 times, robbed me at gun point too many times to count, invaded my home, tied up and violated me & my wife countless times.",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2000,1511087480564596743,American West 'looking down the barrel of a loaded gun' from climate change-driven droughts: scientist ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2001,1445521289125371910,"RT The 2021 summer minimum extent was 1.82 million square miles (4.72 million square kilometers), reached on September 16, 2021. This was the 12th-lowest extent in the 43-year satellite record, but the largest extent since 2014. #DemVoice1 ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
2002,1516550354862628870,"This #EarthDay is different. We have an opportunity to pass bold climate action that delivers justice, jobs, and cost savings through real clean energy independence. This is our moment. Join us this Saturday and demand Congress seize it: ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2003,1513124401654517764,I say Extinction Rebellion Should be A Proscribed Terrorist Group. Who Agrees?,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2004,1518725183514636288,What could $44 billion have done for the climate crisis?,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2005,1476213195606011906,"Ultimately adherence to the law has to take second place to addressing the climate crisis. We're hurtling towards a cliff, the time for asking nicely is over.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2006,1518703710523641856,"CNN: The Jackson, MS area has experienced 76 tornadoes in just 35 days this spring. Republicans won't admit climate change/global warming is real because they are taking donation money from & protecting the business interests of the companies doing the damage. #DemVoice1 ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
