,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
306,306,306,306,306,306,306.0,235.0,RT Teachers who choose to teach in a public school division that has adopted a protective Policy on Transgender Students should not publicly state that affirming LGBTQ students in their classrooms is an attack on their freedom as a teacher. Public schools are for ALL students. ,-2
307,307,307,307,307,307,307.0,773.0,"RT One from the files 1st Jan. '15 ""I don't care what you think unless it is about me..."" #LGBT #LGBTQ #muscles #NSFW #ThirstTrap #KAOS ",-1
308,308,308,308,308,308,308.0,895.0,We got almost the full spectrum of LGBTQ in one season. Non-binary/genderqueer characters AND wlw representation/non fetishized sex in ONE SEASON?? We love to see it ,-2
309,309,309,309,309,309,309.0,551.0,Something I wanna add is that Hunter is extremely prepared to dismantle homophobic Christians but his analysis of slavery and violence in the OT is completely surface level,-1
310,310,310,310,310,310,310.0,930.0,"RT Tony, I still think the Nba going to Abu Dhabi is even worse because of the stands it took on LGBT rights and, in all honesty, we, media members covering the league as a whole, let them off the hook...",-1
311,311,311,311,311,311,311.0,171.0,RT Trans Netflix Workers Plan Walkout To Protest Dave Chappelle's 'The Closer' $NFLX via @,-1
312,312,312,312,312,312,312.0,324.0,"RT in honor of vernons birthday, we donated $150 to dding dong, and LGBT support center in korea #____ #Bands_Boy_VERNON_Day ",-1
313,313,313,313,313,313,313.0,766.0,"So now youre AGAINST conversion therapy?! So you must believe Gay, lesbian, bisexual and Queer people can cured? Not only a transphobe but a completely bigoted against the entire LGBTQIA+ community, ? #lgbtq #LGBTQIA #Conversion #transrights",-1
314,314,314,314,314,314,314.0,963.0, What about the chipmunk? So we've had this little illustrated chipmunk since the beginning he/she/they are sticking around. This nameless and gender-fluid critter isn't going anywhere! ,-1
315,315,315,315,315,315,315.0,443.0,This is such a misogynistic and homophobic take like ,-1
316,316,316,316,316,316,316.0,565.0,You can be a conservative and be pro-life and believe that there should be times when abortion is allowed you can be conservative and not be anti-gay lgbtq or trans or a racist in fact most conservatives are neither of those things,1
317,317,317,317,317,317,317.0,255.0,RT So happy this space exists! See thread for the details my LGBTQ+ Geoscience friends!!! ,-1
318,318,318,318,318,318,318.0,644.0,RT The right is setting the stage to take out lgbtq rights in the near future. ,-1
319,319,319,319,319,319,319.0,1004.0,About time. Up til now its been nothing but bipoc and lgbt getting special treatment. Time to even it out,1
320,320,320,320,320,320,320.0,1017.0,"RT Oh.. so you changed your mind and agree with tech freedom for CRT, LGBTQ, BLM and other subjects? Or do you mean some other Freedom Loving Americans?",-1
321,321,321,321,321,321,321.0,786.0,RT Peppermint Patti Spins Bidens Bullsht Claim States Are Looking to Separate LGBT Students From Others #Abortion #Infanticide #Homocide #DeathByDemocrats,2
322,322,322,322,322,322,322.0,749.0,Day 21: Favorite lgbt ship Coliver (How to get away with murder) and Vauseman (Orange is the new black) ,-1
323,323,323,323,323,323,323.0,395.0,RT Rupaul Photos Drag Race Drag Queen Pins LGBT Buttons Jewelry Gay Gifts Pinbac... via @amazon,-1
324,324,324,324,324,324,324.0,937.0,"You know there's ways to ""preserve"" your religion without, you know, imprisoning, deporting or executing LGBTQ people right?",-1
325,325,325,325,325,325,325.0,522.0,"RT 3 years ago, I made a satire video about Spider-Man 1 being homophobic and it needs to be cancelled. 2022 decided to turn satire into reality again. ",-1
326,326,326,326,326,326,326.0,802.0,You started this by saying you hate lgbt. You refuse to support it. You don't think its real because you have a limited view and refuse to give all people the same amount of respect. Wonder how I get the idea you didn't like me?,-1
327,327,327,327,327,327,327.0,996.0,not to mention at least half of the fandom is lgbt black/poc or something else be realistic about the whole be nice thing. bc what are they saying about us after theyve said something nasty about the character,-1
328,328,328,328,328,328,328.0,234.0,"Well what we all got to do is gather a to have (#SAMESEXMARRIAGES) ILLEGAL ,banned from d will her her to her heart,cause she has much (Love) for communities an very (to straight peoples. She's wants to keep d for !",2
329,329,329,329,329,329,329.0,263.0,RT Being lgbt+ is not a lifestyle or some club or movement or anything for people to brand themselves in a way you think is palatable. Its peoples lives and existence. It doesnt need to make sense to you it doesnt need Africanised branding,-1
330,330,330,330,330,330,330.0,138.0,"RT ""Fear wasnt nearly as palpable when it could be denied. -A Flight in the Heavens #WritingCommunity #Fantasy #Steampunk #readerscommunity #booklovers #BookWorm #authors #LGBTQ #booktwt",-1
331,331,331,331,331,331,331.0,493.0,"DONALD (a.k.a. the orange lunatic) will always be a racist, xenophobic, homophobic, sexual predator, gifting, failure of a business man who lost to President Obama's former Vice President and now our current President of the United States Joe Biden.",-1
332,332,332,332,332,332,332.0,144.0,"I swear to Bob, I wouldn't be surprised if you have a future photo op with the three radical anti-LGBTQ white nationalist Coloradans arrested w/28 others in Idaho on their way to not-so-peacefully protest a Pride event. The is looking more like the Klan these days.",-1
333,333,333,333,333,333,333.0,33.0,RT Really great to join the panel for an #LGBTCommission discussion on domestic abuse in the LGBT community. I learned a huge amount from the amazing work highlighted by my fellow panelists! ,-1
334,334,334,334,334,334,334.0,528.0,RT I'm going to be doing a video on TikTok on Magnus Hirschfeld and the advancement of LGBTQ+ and especially transgender rights and research. And... damn it's hard not to see the echoes of what happened back then in today's anti-lgbtq+ reactionary movement.,-1
335,335,335,335,335,335,335.0,327.0,RT I know some of these authors are lesbian (and no criticism of Five Leaves!) but I can't help noticing that not a single title in the LGBTQ+ Non Fiction section contains the word 'lesbian'. #PublishingErasingLesbians? ,-1
336,336,336,336,336,336,336.0,312.0,RT We're delighted to announce that the first 40 interviews of the project are now available to view at LMA. Discover more - https://t.co/FcMfm9ZQ6d #HIV #LGBTQ #histmed #archives #oralhistory ,-1
337,337,337,337,337,337,337.0,433.0,"RT On the other hand, this amazing LGBTQ+ ally is also trending and HE deserves all the love in the world. ",-2
338,338,338,338,338,338,338.0,834.0,"It actually makes the basis for a fundamental argument: if this is true for me, it could also be true for you. If you claim someone cannot input on a conversation due their skin color or sexual orientation, you are the textbook definition of a bigot.",-1
339,339,339,339,339,339,339.0,833.0,RT #lgbt #transgender #transexual beauty beautiful ,-1
340,340,340,340,340,340,340.0,115.0,"The Florida bill squashes the expression and consequently the existence of queer kids, staff and culture in school. Its purposefully vague so as to stifle speech, legal or not. Its supposed to make LGBTQ kids and teachers think twice before being themselves. 2/",-2
341,341,341,341,341,341,341.0,355.0,California teacher in LGBTQ grooming case is mom of transgender son ,1
342,342,342,342,342,342,342.0,887.0,They always gotta find a way to blame the LGBTQ somehow ,-1
343,343,343,343,343,343,343.0,580.0,RT I never finished this piece but I'm posting it anyways. #gay #sexymen #gaymer #rule34 #gayartist #gayart #lgbtq #illustration #gaymer #yaoi18 #gaycartoons #gayart #nsfw #nudes #athlete #commissions #gaypig #PS5 ,-1
344,344,344,344,344,344,344.0,196.0,Maybe if you educated yourself you would have known that Military folks get more than one day instead you had to attack the LGBTQ community. ,-1
345,345,345,345,345,345,345.0,459.0,RT Four tickets available on the door each day until August 20th #edfringe #alanturing #lgbtq #gay #queer #theatre #actor #musicaltheatre ,-1
346,346,346,346,346,346,346.0,856.0,RT Thirty years ago he wouldve been saying that letting your kid be openly gay without putting them in conversion therapy was child abuse. Its basically the same thing.,-1
347,347,347,347,347,347,347.0,66.0,"RT Franklin Graham post to his 10 million zombies supporting the anti LGBTQ, anti math, anti press, anti freedom of speech, anti black voter FL Gov ,on his anti Disney stance. Sure sounds Republican for someone who went Independent 7 years ago.",-2
348,348,348,348,348,348,348.0,349.0,"Yesbut Leningrad Lindsey is not openly gay and fights for policies and an organization that is rabidly homophobic. So its awfully tempting, if wrong.",-2
349,349,349,349,349,349,349.0,1099.0,"Doesnt mean much? Without hetero people, not a single piece of legislation helping the lgbtq community would have ever passed. Not a single one.",-1
350,350,350,350,350,350,350.0,984.0,Check out these responses to learn how LGBTQ+ people face inequalities in oral health care and how that may prevent them from getting the care they need! ,-1
351,351,351,351,351,351,351.0,815.0,"RT Because gender is a social construct (by definition) and race is genetic. Before you ask, no, sex and gender are not the same thing. Sex is biological while gender is a group of characteristics assigned to sexes through experiencing life in society + culture.",-2
352,352,352,352,352,352,352.0,733.0,"I doubt most people ever heard ""sex *assigned* at birth"" until recent years. Once members of a favored political ideology started pushing it, the media took it up, and they repeat it without any questioning, though they never explain exactly how sex is ""assigned"". Flip a coin?",-1
353,353,353,353,353,353,353.0,706.0,i think edelgard is just homophobic (and gay but thats besides the point) just ignore that fem byleth cant marry hilda cause theres no way she doesnt like women ,-1
354,354,354,354,354,354,354.0,688.0,"RT Thanks for the space! Wendigo Workshop is a small team of indigenous, LGBTQ+ and neurodivergent people b",-1
355,355,355,355,355,355,355.0,709.0,RT Gary Powell says it's a lie that he promoted a film by a Christian pro conversion therapy group. Here's the article where he did just that. @LesbianGayNews ,-1
356,356,356,356,356,356,356.0,721.0,RT https://t.co/4x5nLAoSgu Yet another drag queen who reads to kids is presented as spokesperson for all LGBTQ+ people. Is there a library without one?,1
357,357,357,357,357,357,357.0,427.0,"RT I honestly dont get how people can be homophobic .. other peoples preference has nothing to do with YOU, even if you dont agree with it.. let people live in peace & do what they do",-2
358,358,358,358,358,358,358.0,273.0,"I mean no one wants to ban watchful Waiting , they want to ban conversion therapy.",-1
359,359,359,359,359,359,359.0,912.0,"Love how she phrases this by saying the LGBT community has to deal with, as if people like her arent the ones that are forcing them to deal with it",-1
360,360,360,360,360,360,360.0,150.0,Facts and they probably will put that LGBT on our face,1
361,361,361,361,361,361,361.0,445.0,RT this is virtue signalling to create drama and you are still a homophobic hypocrite ,-1
362,362,362,362,362,362,362.0,27.0,"RT This administration wont stand for bullying or discrimination of any kind, & will use our authority to protect, support, and provide opportunities for LGBTQI+ students and all students. ",-2
363,363,363,363,363,363,363.0,1074.0,RT #anitwt mutualan anyone ? ps. homophobic please dni,-1
364,364,364,364,364,364,364.0,759.0,RT #AUSTIN: im gonna shake you till your jewelry and fingernail polish comes off #KARL: why did that sound like such a homophobic attack ,-1
365,365,365,365,365,365,365.0,769.0,twitter is homophobic for always ruining my video quality ,0
366,366,366,366,366,366,366.0,763.0,"RT Let's help spread the word about our hard work. Drop your covers, links, blogs, poetry, and whatever else you have. Support. Like. Retweet. #ShamelessSelfpromoThursday #ShamelessSelfpromo #writing #writerslift #writers #WritingCommunity #LGBTQ",-1
367,367,367,367,367,367,367.0,382.0,RT REPORT: The attorney general of Texas has declared a school districts celebration of LGBTQ+ students sex education and in violation of Texas law. ,-1
368,368,368,368,368,368,368.0,191.0,"Legal arguments have recently been submitted to the courts with the goal of rolling back any LGBTQ protections and rights. The ultimate goal is to take it all the way to SCOTUS. Chappelles vitriol, validates those efforts. Hes already being quoted by the Far Right media.",-1
369,369,369,369,369,369,369.0,102.0,"what rlly got me into danmei is the fact that many of them dont revolve solely around romance wc i think there should be more of esp in queer fiction lgbt rep shouldn't just stop at seeing them in love but also in stories beyond that, stories straight ppl get to have ",-1
370,370,370,370,370,370,370.0,328.0,"RT Yep. That is the definition of diversity. White man not wanted. We are obsolete and from now on our only burden will be to quietly fade away into the night of extinction. Welcome to the Brave New female, Black, brown, LGBT World. Good luck with it.",1
371,371,371,371,371,371,371.0,713.0,RT White cis feminists have a lot of privilege and power within activist spaces. We have historically prioritized our wants/needs and oppressed the voices of marginalized people from black women to the LGBTQ+ community.,-1
372,372,372,372,372,372,372.0,1006.0,RT JWs do not support the LGBT community but they are not here trying to use state apparatus to enforce their wishes. The church of Pentecost can take a cue from that. ,-1
373,373,373,373,373,373,373.0,979.0,Who gives a fuck ab the biological function? If everyone had sex specifically for the purpose of procreation Id have like 20 other siblings.,-1
374,374,374,374,374,374,374.0,842.0,"RT Your joke would work better if gay men weren't actually men. As it is, it's a bit homophobic. Any more bigotry and I'll have to block you, Jacob.",-1
375,375,375,375,375,375,375.0,499.0,"RT Whats wrong with 47% of the Australian voting public? Do they really think its ok to have a sexist, racist, homophobic, deceitful, god bothering sociopath as PM? #MorrisonGaffe #ScottyDoesNothing #ScottyMustGo #ausvotes",-1
376,376,376,376,376,376,376.0,751.0,"Appreciate that. Jesse absolutely seethes when you bring this up, but did a pretty good summation of his track record as an example of people who ""have used their platforms, influence and power to spread misinformation and harm LGBTQ people."" ",-1
377,377,377,377,377,377,377.0,139.0,"If every player, coach and owner of all races, gender and sexuality were held accountable for homophobic, misogynistic and racist comments made in their lifetime, how many people do you think will be left in the NFL? #gruden",-1
378,378,378,378,378,378,378.0,1042.0,"RT The Transgender Family Support Line is run by non-judgmental volunteers who have a transgender or gender non-confirming family member, and is open to provide support and information to you and your family. Call us on 01 907 3707 every Tuesday (10am-12pm) and Sundays (6pm-9pm). ",-2
379,379,379,379,379,379,379.0,21.0,"RT Instead Of Kryptonite, New LGBTQ+ Superman Will Be Crippled By Anyone Using Wrong Pronouns via @TheBabylonBee",1
380,380,380,380,380,380,380.0,908.0,"incredible journalism by 13abc. The last sentence of the report. Federal law prevents employment discrimination based on race, sex, sexual orientation, disability, religion, color and veteran status. is actually supporting the owner",-1
381,381,381,381,381,381,381.0,76.0,"RT i have no right to be racist to someone who is transphobic/homophobic towards me - no one has the right to be transphobic/homophobic to someone who is racist towards them (besides youre pressed over a ship, its not even to that degree, its just racism) ",-2
382,382,382,382,382,382,382.0,970.0,"RT Ron DeathSantis thinks that passing his ""Don't Say Gay"" law will keep school children from learning about sexual orientation and gender identity. That's cause banning a subject in school always works. Perhaps he thinks that not learning about those topics will make them go away.",-2
383,383,383,383,383,383,383.0,501.0,"RT The Ridgeland Library is getting closer and closer to the $110,000 that the homophobic mayor withheld from them for not removing LGBTQ+ books. Giving the fundraiser another boost! Check the thread for more info: ",-2
384,384,384,384,384,384,384.0,561.0,"RT Tom Taylor gotta be the most accidentally homophobic writer at DC, cause i doubt he is actually a homophobe but he writes LGBT characters so poorly ",-1
385,385,385,385,385,385,385.0,712.0,"RT Racist, homophobic christo-facists not even bothering to hide it anymore. ",-1
386,386,386,386,386,386,386.0,687.0,Im not betraying my community? Whoever youre referring to as these people arent trying to kick you or me out of anything. This sounds a lot like the gay male version of a TERF and its kinda scary that all this infighting is occurring in the LGBTQ+ community. Its toxic.,-1
387,387,387,387,387,387,387.0,534.0,"RT How does anyone still listen to/watch him? Every week it's the same: ""Bill Maher said x and it's terrible!"" Yes, because Bill Maher is terrible. He's racist,Islamophobic,misogynist, homophobic, anti-vax--it's a long list. Plus he told us in 2000 that Gore and Bush were the same.",-1
388,388,388,388,388,388,388.0,778.0,"RT UPDATE: After Gov. Kim Reynolds' speech Saturday, the political advocacy group One Iowa Action called some of her comments ""inflammatory remarks that targeted LGBTQ Iowans."" ",-1
389,389,389,389,389,389,389.0,816.0,"RT If you are a member of the LGBTQ+ community, passionate about web3, and wicked talented at whatever it is that you do, come build with us. There's simply too much to create and not enough time to be excluding anyone from this picture. You are welcome, appreciated, and needed!",-2
390,390,390,390,390,390,390.0,1069.0,"Are you questioning whether LGBTQ children exist? If so, you are definitely part of the problem. Of course they do. ",-1
391,391,391,391,391,391,391.0,453.0,Can someone please call Gowon and tell her to take me off S word watch because the LGBTQ Detroit health center will see me in July lol ,0
392,392,392,392,392,392,392.0,566.0,RT PRANS MOTHER SAID IM NOT HOMOPHOBIC BUT IM PATPHOBIC #BadBuddySeriesEP7 ,0
393,393,393,393,393,393,393.0,925.0,RT At least 34 Lawyers Arrive Court To Defend Suspected M*rderersof Deborah. TRENDING: Asaba #lekki #ASUU Sokoto Pooja LGBTQ Accident Cuddle South Africa Slim Deborah Progress ,0
394,394,394,394,394,394,394.0,127.0,RT Beauty is in the eye of the beholder! #lgbtq #gay #model #london ,-1
395,395,395,395,395,395,395.0,570.0,RT The fact that the FIFA World Cup 2022 will be hosted in Qatar is disgusting. Qatar is a Racist and Homophobic country that violates Human rights. It shouldnt be allowed to host such an important event. It is an absolute disgrace. ,-2
396,396,396,396,396,396,396.0,49.0,"RT ""This is an essential read for our times by the only person who couldve written it so exquisitely."" THE TRAYVON GENERATION by is among the most anticipated reads of 2022 according to ",0
397,397,397,397,397,397,397.0,810.0,"RT Deves, recently admitted as a solicitor in NSW, and a former marketer for Treasury Wine Estates, has spent the week deleting, apologising for and reframing a string of offensive remarks about the LGBTQ community #auspol",-1
398,398,398,398,398,398,398.0,1093.0,"""prohibits classroom discussion about sexual orientation or gender identity in certain grade levels"" is so vague that it could mean anything about anyone who is LGBTQ. That's the point. ",-1
399,399,399,399,399,399,399.0,15.0,RT Parenting: 'My grandson is gay and I'm struggling with it' | Newstalk: Main image: A Pride parade. Share this article. Read more about. Grandchildren Grandparents Lgbt Parenting Teenagers. Most Popular. ,0
400,400,400,400,400,400,400.0,922.0,RT It has never been about respecting parents. Its always been about dehumanizing LGBTQ children and adults to appeal to the ignorance & fear of his extremist base as prepares to run for President. He doesnt care if he imprisons parents or harms children. ,-1
401,401,401,401,401,401,401.0,446.0,"My recollection could be wrong, but I think Greear essentially announced that he had a conversation with him about the tweet and that ended it. I refused to be led in worship at the convention by a guy who, only a few months prior, had spoken favorably of the LGBT movement.",2
402,402,402,402,402,402,402.0,128.0,RT Happy cover reveal day for Paradox by Michelle Schad! Broken heroes- Check out series here: https://t.co/0YKrnSCsRy #CoverReveal #urbanfantasy #BookBoost #booktwt #BookTwitter #BookRecommendations #BookPromo #ComingSoon #booklove #fantasybooks #LGBTQ #superhero ,-1
403,403,403,403,403,403,403.0,270.0,RT *walking around lgbt gotham* jim GIRLdon??? SLAYmiah valeska??HERvey bullock???? SHE/HERcrow???victor YASS???? barbara QUEER???selina THEYle?OSWALD COBBLEPOT??? EDWARD NYGMA??,-1
404,404,404,404,404,404,404.0,415.0,"RT Pride is about coming together to honor, celebrate, and support our LGBTQ+ community. At 1Password, we foster a culture that promotes equality year-round from pronouns, donations, workshops, to our DEI&B program: Strong, Unique Voices. ",-2
405,405,405,405,405,405,405.0,911.0,"""...white person of color""! The rest is funny too! #antiwoke anti-#woke #LGBTQ #LGB ",-1
406,406,406,406,406,406,406.0,626.0,"RT ""We need to do something about this."" Neo-Nazi Ethan Schmidt Crockett is telling his thousands of followers that LGBTQ+ people need to be hunted down and forced into concentration camps. He uses monkeypox as an excuse to advocate for LGBTQ+ genocide in the United States. ",-2
407,407,407,407,407,407,407.0,345.0,"you can't social engineer your way into exact demographic representation whether that be for biological sex, ethnic background, anything. Gotland is perhaps the most ethnically diverse part of Sweden (different sets of white people that is) but still most of the men in the 2/N",-1
408,408,408,408,408,408,408.0,838.0,"""Oops, I racially abused fellow players and made repeated homophobic comments while showing no remorse for my actions, what a silly goof-up!"" -Tony DeAngelo, apparently",-1
409,409,409,409,409,409,409.0,840.0,"RT Child abuse on alarming scale being pushed ruthlessly in the LGBT community and Liberal politicians and even Pediatrics Associations Ex-transgender Teen Recounts Horrifying Experience of Transition, Surgery ",1
410,410,410,410,410,410,410.0,920.0,"Tall height isn't a male secondary sex characteristic. It's a result of genes- not testosterone , not lack of oestrogen - genes. Then if the body has a Y chromosome that genetic height potential is ramped up by about 5 inches.",-1
411,411,411,411,411,411,411.0,329.0,RT Happy #Pride #Mumbai! Join the virtual pride celebrations at Yaariyans Got Talent Follow @Humsa,-2
412,412,412,412,412,412,412.0,705.0,"And for people wondering if he was pandering to Americans... Yeah he was. ""B-but anime/manga have lots of lgbt characters-"" Yes they do, but they generally don't go by freaking ""ze/zir"" pronouns, which are used by literally only English-speakers. ",-1
413,413,413,413,413,413,413.0,977.0,If children can be given the enormous level of autonomy to change their gender (no one in the history of humanity has ever changed their biological sex) then we move one step closer to giving them the autonomy to consent to sexual activity. ,1
414,414,414,414,414,414,414.0,604.0,Show me a policy thats viciously anti-lgbtq. Unless youre counting Bio men competing athletically against women you wont find much.,1
415,415,415,415,415,415,415.0,351.0,"Lock you up they said they will take that flag from, that's a whole country full of millions of people who do not support LGBTq why go provoke them yet they come to your country and don't tell you or demonstrate that LGBTQ is bullshit, they respect your ways they don't go out of",2
416,416,416,416,416,416,416.0,529.0,"RT joe u are such a wonderful and such an incredible role model for young lgbtq people, growing up without queer role models made me feel so abnormal and unusual for being queer so i am so thankful to now have u exist in my life <3 we love u sm",-1
417,417,417,417,417,417,417.0,451.0,"Invading a neighboring nation, bombing hospitals, murdering LGBT and opposition leaders, and the like to take the head of their head of state and force their people under your rule is also archaic, and is what triggered the draft in the first place.",-1
418,418,418,418,418,418,418.0,579.0,"I should spend less time on communities like this, I start to get red pilled and dislike the lgbt community more and more",2
419,419,419,419,419,419,419.0,181.0,"RT Thousands of LGBTQ veterans aren't getting benefits they're entitled to, just because of their identities. It's time to ch",-2
420,420,420,420,420,420,420.0,271.0,RT Awoo! Happy to visit Monterrey again for the OOPS LGBT con ,-1
421,421,421,421,421,421,421.0,790.0,It astounds me that the LGBT community is so communist. The Soviets branded the lifestyle a crime. So do the Chinese.,1
422,422,422,422,422,422,422.0,758.0,"RT wille rly said ""hello lgbt community"" in this scene ",-1
423,423,423,423,423,423,423.0,416.0,RT Looking for a great book with LGBTQ+ folks centered? has you covered. Check out the 6th floor entranceway for your next read! ,-1
424,424,424,424,424,424,424.0,1077.0,"Are you a member of who identifies with any (or all) of the following: woman, LGBT+, Black, migrant or disabled? Why not register to attend the annual Equality Conference and vote for our Equalities candidates? Deadline is the 17th 5pm. Registration link below ",-1
425,425,425,425,425,425,425.0,523.0,if this gets 0 likes yall are homophobic and hate dream,-1
426,426,426,426,426,426,426.0,38.0,"RT I understand Gabbie Hanna is having a manic/psychotic episode but when r we gonna stop excusing harmful words & behaviors in the name of mental health crisis- white privilege is being able to blame racist,homophobic & transphobic rants on mental health with 0 accountability",-2
427,427,427,427,427,427,427.0,80.0,"Ahh, Floriduh. The home of the free - if freedom is defined as bigotry & under the reign of a tyrannical governor, who is committed to the freedom of only those who agree with his racist, misogynistic, and homophobic ideology.",-2
428,428,428,428,428,428,428.0,210.0,"If the transition occurred after birth, then yes. But not likely before birth as that requires fully-functioning reproductive organs. HMT suppresses the sex hormones that naturally occur in the body. Most post-op trans opt to remove or disable their repro. organs.",-1
429,429,429,429,429,429,429.0,403.0,"I agree. Brady and Chloe came across homophobic prior. I get that this is difficult for her, but the line from Chloe about Craigs love for musicals and Brady whispering the word gay was not a good look.",-1
430,430,430,430,430,430,430.0,818.0,RT These are just a few examples of how conversion therapy is identified. What have you seen conversion therapy be called? Leave it in the replies ,-1
431,431,431,431,431,431,431.0,281.0,RT REMINDER IF YOU DEFEND THE TOOTHPASTE FLAG YOU'RE LESBOPHOBIC AND HOMOPHOBIC Y'all wanna help us lgbtq+ people? THEN LISTEN TO US RATHER INVADE US!!! You guys are such a HYPOCRITES!!! When it comes to defending shit!! YOU GUYS NEVER GAVE LESBIANS A CHANCE,-2
432,432,432,432,432,432,432.0,50.0,"The church wants to accept that there are people who are raised LDS who deal with LGBTQ issues. The people in the LGBTQ community want the church to change long standing doctrine on homosexuality being a sin, and the tenants of the proclamation of the family. These two can't mesh",1
433,433,433,433,433,433,433.0,94.0,"'The view"" blasts ""Troll' Elon Musk's Twitter for Free speech of straight, White men. As one, I don't care what the LGBTQ think.",2
434,434,434,434,434,434,434.0,1001.0,These folks are/are aligned with profoundly anti-LGBTQ and deeply racist pals. These are just Never Trumpers masquerading as something new and fresh. They're seeking those disgruntled and disaffected suburban voters like the 67k Democrats who voted for Youngkin in Virginia. 3/,-2
435,435,435,435,435,435,435.0,456.0,"RT Any ""socialist"" who capitulates to anti-LGBT rhetoric, or who says that LGBT issues are a distraction from class struggle, is entirely useless. Anti-fascism *is* class struggle. And the oppression of LGBT people is the means through which fascists are currently gaining power.",-2
436,436,436,436,436,436,436.0,469.0,I'm sorry if I come to far abd mind you i am in full support of LGBT. I don't judge because we all have right of choice . So don't think I'm against it no Sorry if I may have offended you,-2
437,437,437,437,437,437,437.0,357.0,RT little emotionally repressed gay eddies have caused unspeakable damage to the lgbt community,-1
438,438,438,438,438,438,438.0,808.0,"Primarily by close physical contact, and large droplets. Wouldnt be the first time the LGBTQ community was stigmatized for a virus. Didnt you know, the LGBTQ peoples are powerful enough to cause earthquakes and natural disasters!",-1
439,439,439,439,439,439,439.0,449.0,Im too far down the /lgbt/ rabbit hole I know Too much,0
440,440,440,440,440,440,440.0,417.0,RT Check out this weeks schedule for Paddy's Day and the long long weekend! Plenty on as usual. And to meet demands we've opened the We Can Quit programme to all LGBT+ community members. Email konradto register. #GayProject ,-1
441,441,441,441,441,441,441.0,362.0,RT Counseling bans cause harm and simply limit everyones freedom. Some have decried Bidens war on conversion therapy as an assault on both personal and religious freedom. ,2
442,442,442,442,442,442,442.0,212.0,"RT ""It was expected of me."" Chosen Ones airs TODAY at 1pm CST! Short, but not exactly sweet at 33 mins long! Catch the premiere: https://t.co/rxKwGJ8K0j Art by #dnd #ttrpg #dndart #dndpodcast #lgbtq ",-1
443,443,443,443,443,443,443.0,950.0,its like the LGBT community as well as like non-binary and gender fluid people its kind of like an umbrella term for everyone that isnt straight cishet,0
444,444,444,444,444,444,444.0,229.0,NASA sciences project - #AllFemaleSpacewalk #LGBTQ communitys goal ,-1
445,445,445,445,445,445,445.0,34.0,"And yes, self care is important, I absolutely agree. But it's hard sometimes not to feel at least a little bit guilty for spending time on the frivolous, when we're faced with the constant assault on LGBT rights from fascists who have only escalated their hatred in recent years.",-2
446,446,446,446,446,446,446.0,857.0,RT Very excited to welcome Professor William Eskridge to discuss Bostock and Beyond: Title VII and Fighting LGBTQ+ Discrimination at next week! ,-1
447,447,447,447,447,447,447.0,814.0,"RT ATTENTION FLORIDA ! ! Extreme leftist Aramis Ayala is running for Florida State Attorney General. Look at her record against the death penalty in horrendous cases. Soros BACKED. She says she is running to fight DeSantis on voting, abortion and LGBTQ. ",1
448,448,448,448,448,448,448.0,746.0,RT The GOP is trying to erase black history with book banning. Theyre coming for Jews and LGBTQ next. #BlackHistory #DemVoice1 #BlueVoices ,-1
449,449,449,449,449,449,449.0,594.0,"RT for anyone who needs to hear it: how lgbtq+ people experience love is not invalid or different from romantic/sexual love. you are just as valid in your love, as straight people are. there is nothing wrong with how you love. it is beautiful. dont let idiots invalidate that.",-1
450,450,450,450,450,450,450.0,219.0,Being gay is just as normal as being straight. Also LGBT isnt just trans people numb nuts.,-1
451,451,451,451,451,451,451.0,332.0,"RT By inappropriate nonsense, Zahawi means LGBTQ+ acceptance. By forced, Zahawi means taught. Most UK folks dont want to return to the days of Section 28. But theyre forcing your kids to be woke trans is guaranteed votes and you all know it. ",1
452,452,452,452,452,452,452.0,450.0,It could be hackers who go after LGBTQ+ people saying how Vet is gay. I hope not but people suck,-1
453,453,453,453,453,453,453.0,730.0,"they are hand selected for the LGBT community, this album isn't for u straggot",-1
454,454,454,454,454,454,454.0,903.0,"RT Tom Cotton is trending. On #NationalComingOutDay, I thought it good to send a reminder of what he thinks about equality for #LGBTQ Americans: Gays should have a sense of perspective, In Iran, they hang you for the crime of being gay. #GQP ",-2
455,455,455,455,455,455,455.0,87.0,"RT Va. school board members call for books to be burned amid GOP's campaign against schools teaching about race & sexuality, targeting the #LGBTQ Community. Nazis burned books in the 1930s. In present day America , the Republican Party is following suit. ",-1
456,456,456,456,456,456,456.0,795.0,RT HAPPY PRIDE MONTH FROM FIGHTING GAME GIRL OF THE DAY! -- let's hope for more lgbt rep in fighting games and gaming in general ,-1
457,457,457,457,457,457,457.0,254.0,Mayor was more worried about making fake news about attacks on LGBTQ rights. Never mind real crime.,1
458,458,458,458,458,458,458.0,95.0,i'm a queer poc minor and u're cancelling me ??? u must be homophobic AND racist ,-1
459,459,459,459,459,459,459.0,366.0,"I'm pretty sure I said it several times over the course of replying to people on this. But I'll say it again, nobody, absolutely nobody, where cis, trans, straight or LGBT+ should be pushed, cajoled or anything for anything. Every Trans person I know would say the same.",-2
