,label,text
2117,1,"How long would I need to live in China, before I became Chinese?"
2174,0,Excited to share the latest addition to my #etsy shop: Service for 4 Fitz & Floyd Platine d'Or Octagonal 20 Piece China Set 5 Piece Place Setting Bronze Platinum Gold Border on White Luxury Set  https://etsy.me/3ar0KGW  #housewares #silver #wedding #gold #christmas #wedd pic.twitter.com/wuIH41VoXR
2562,1,"THE LOCKDOWN CONTINUES. ""All the doors are barricaded...All the houses are sealed up.""  pic.twitter.com/PidOdHjYCY  In efforts to stem the #coronavirus outbreak, at least 80 cities in China are in so-called lockdowns. This video shows empty streets. Every door is barricaded. 04"
2838,1,Motherchod bCOs of China whole world is suffering and he is blaming India
3987,1,China responsible for both
4081,1,Great news ... china is a miracle country .. i used to suffer from mouth ulcers frequently once in china had same problems they gave medicine and now its more than 15 years i never had them again .... bless china
3592,1,"It’s not safe to live in HK anymore, coz one day you may find dead and #HKpolice claims no need for investigation. Let’s me make it crystal clear, those ppl are not suicided, They’re MURDERED by #HKPoliceTerrorists #HKGovt #CCP #China_is_terrorist"
895,1,At an R-n of between 2-4 w/ 5-23 day incubation it was spreading at an anticipated rate until Feb 1. What cannot be calculated is the success of the measures to contain it since the totals coming out of China are inaccurate. Unconstrained it would have been near 796k today.
1304,1,"I’m pretty sure the Capitalist roaders in China didn’t even speed up industrialization, which is the entire reason the capitalist phase was theorized by Marx. I’m pretty sure it’s been following the same general trend set by the Maoists. Fuck revisionism, revive Maoism in China"
1080,1,"Investigate, weapons bio lab escaped. Prepare food and water, when it comes to your town, you will not be allowed to travel. Rounding up thousands in china"
1419,1,Canada is facing China’s brutal might and our main ally – the U.S. – is AWOL #cdnpoli https://flip.it/vmgLF6 
1503,1,"@mapintl  is partnering with The UPS Foundation to airlift 1.3 million respirator masks and 10,000 protective coveralls to hard-hit hospitals treating coronavirus patients in Wuhan, China.  https://buff.ly/2V8xjW1  pic.twitter.com/zKhi0f4UaV"
2378,1,Nissan says it plans to sell 1.6 million cars in China this year -  https://wallstreetreview.com/2020/01/28/nissan-says-it-plans-to-sell-1-6-million-cars-in-china-this-year/ …
393,1,The tests and the chemicals used to produce the tests are all made in China folks. Do you really think they are anxious to get tests to Americans? The CDC is holding off because they don't have enough of the damned tests and don't want you to know that.
2252,1,"Activity in the global #steel and ferrous raw materials markets is on hold as market participants await clarity amid the extended lunar new year holiday in China, following the #coronavirus outbreak...  #ArgusSteel analysis:  https://okt.to/MbPcY3  pic.twitter.com/We6zMoTcLQ"
330,1,"Abraham Liu: “It’s my wish that the three major stakeholders in #cyberspace 🚀 - Europe 🇪🇺, the US 🇺🇸 &amp; China 🇨🇳 invest more in collaboration & common values""! #20in2020 @Huawei @Huawei_Europe https://huawei.eu/press-release/remarks-abraham-liu-huawei-chief-representative-eu-institutions-chinese-new-year …"
2290,1,"As you watch news items with experts saying ""don't panic, we're watching this closely"" etc.  Remember - China has quarantined 56 million, and are rapidly building hospitals to handle this.  I'm pretty sure this isn't one of those times to sit back and watch them fuck this up."
3639,0,"HERE YOU CAN FIND THE UPDATE OF CHINA CORONAVIRUS UPDATE. ALL THE LATEST UPDATES AND NEWS OF CORONAVIRUS SPREAD IN CNINA. TOTAL DEATH COUNTS As per the latest update, the total number of people killed due to coronavirus has reached 304 and counting.   https://www.subeksharma.com.np/2020/02/china-coronavirus-latest-update.html …"
2118,1,"Bloomberg is a capitalist. But he’s also a globalist, a racist, a terrible guy, bad to staff, sexual harassment cases... an elitist hypocrite of the highest degree, owned by China... He’s a downright danger to the United States."
3690,1,China reports...... just stop there
3249,1,@realDonaldTrump Can we trust goods coming in from China?
4118,1,"People need to understand context of time period too. Ancient China was brutal, lol."
3318,1,"Hard to come to conclusions, we have no idea how many of the severe china cases are older cases, and the outside china cases are likely newer cases and death due to complications caused by the virus could still rise over time, on the flip side, outside china likely better care"
2289,1,"On Feb 1, cured #nCoV cases began to outnumber deaths in China. As of 12am, Feb 4, a total of 632 patients have been cured and discharged. ✊"
2153,0,"@VelocastJohn Please tell young Alex of China fame , that his UK fans are thinking of him. Did my 5th gym session , 2k run on the treadmill , weights doing reps of 12 times 3 and bench pressing 40kg times 10 three times."
1584,1,"China sends army of 100,000 ducks to border to fight locust plague from Africa  https://www.dailystar.co.uk/news/world-news/china-sends-army-100000-ducks-21531853?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …"
2323,1,"By the way, at the time of Trump’s joke Hillary’s server was already offline & couldn’t be hacked.   Everyone knew it was so insecure that Russia, China and/or other countries probably already had her emails. That’s why the joke was funny."
3243,1,“Malaysia is amazing!”  This was one of about a thousand responses from Japanese netizens to a tweet praising Malaysia’s guidelines to its people in the wake of the Covid-19 coronavirus disease outbreak in China.
3130,1,"we dont need insanity: make china rich n america poor. we need the right balance: AMERICANS SHOULD BE #1 IN: CLEAN AIR N WATER; ENERGY; RENEWABLES; INNOVATIONS; ELECTRIC CARS. demand china, india, others, to produce clean air.  https://www.afa.net/the-stand/culture/2019/07/90-scientists-global-warming-is-a-total-hoax/ …"
506,1,Bloomberg Accused of Helping Communist China Suppress News  http://bit.ly/2wo57Ut  via @BreitbartNews
442,0,Coronavirus toll rises to 361 in China  https://www.newslivetv.com/world/coronavirus-toll-rises-to-361-in-china/ …
3953,1,China's Xi pays first visit to virus epicentre Wuhan  https://edition.mv/world/15404 
604,1,"TFW wingnuts and fans of fascism-but-make-it-‘Merica have spent weeks lambasting China’s politburo’s incompetence in releasing good info on #COVID19, and crowing erroneously about superiority of USA in that regard, now think @VP Pence is a paragon of transparency. 🤦‍♂️"
1357,1,What troubles me is that some of these animals are NOT native to China. Pictures showed koalas which were a threatened species before the bush fires!
3663,1,The news are all getting to my head. I feel extremely sad for the China and also very scared for the future. The virus is coming. I shouldn't read the news but I can't stop consuming it!! Don't know if I'll be more at ease blocking it out or knowing the latest cases & death toll.
2461,1,When the deaths are only in china and theres been no reported deaths outside of china chill out peaple
887,0,Send them to china
2568,0,US has culture? Culture? Yea from all the immigrants that came to this country I thought the China Birusbwas called the COVID-19 we should re-name HIV the CIA Virus am I right?  https://twitter.com/charliekirk11/status/1237306970429775872 …
2581,1,"Hubei, epicenter of China's coronavirus outbreak, reports sharp drop in new cases  https://www.reuters.com/article/us-health-coronavirus-china-toll/hubei-epicenter-of-chinas-coronavirus-outbreak-reports-sharp-drop-in-new-cases-idUSKBN20P01K …"
1820,0,Go to China and India.
1110,0,Dems are complaining about Trumps China breakthrough deal. They are saying it doesn't do enough. REALLY? What the hell did u idiots and Obama ever do with China? Answer NOTHING.
2090,1,This is not good.. 📌China confirms 106 deaths as coronavirus spreads to multiple countries   https://twitter.com/i/events/1219057585707315201 …
3670,0,"to me being 30 years old has never been a huge deal, for i believe that age is just a number.  read more on Marie Claire China February 2020 issue.  pic.twitter.com/KDQUUDEcje"
2660,1,He was there last week. He couldn’t stop kissing China’s ass... just look at his older tweets.  pic.twitter.com/fGNuTR0mT7
511,0,"@elonmusk  Hi! You should really MassProduce your SpaceSuits and technology for DE-Bacterialization of the working envirement.  Suddenly, every sector of China can be RE-Opened! You just saved Thousands of civilians!  Your vision and knowledge is much needed in this world!"
363,1,"So #COVID19 is officially a pandemic and as quickly as it spreads, so does #xenophobia and #racism.  Check on your (pan) Asian friends.  Channeled some more grief into these buttons for our allies. DM me 💕 if interested.   Frustrating hashtags: #ChinaVirus #ChineseCoronavirus pic.twitter.com/7zSO4Ssuir"
824,1,hope the virus will die soon because it’s made in china 😭
301,1,I don't think that's the real number of deaths. This doctor said that China government is lying  https://youtu.be/dy5ajSRVdJs 
2441,1,"#SouthKorea confirms 346 people in the country infected with #coronavirus. Forget about #China and their fake ""official"" number of cases. This virus is spreading incredible fast."
